StockName,Date,Open,High,Low,Close,Volume
Titan,11/29/2022 15:30:00,2597.15,2640,2595.05,2613.75,866621
Titan,11/30/2022 15:30:00,2613.75,2665,2604.2,2653,1569918
Titan,12/1/2022 15:30:00,2662,2665,2630,2638.7,539844
Titan,12/2/2022 15:30:00,2648,2651.4,2605,2617.9,731396
Titan,12/5/2022 15:30:00,2629,2629.95,2589.25,2615.65,747114
Titan,12/6/2022 15:30:00,2619.8,2624,2591.3,2617,706596
Titan,12/7/2022 15:30:00,2616.3,2623.75,2586.7,2596.85,712914
Titan,12/8/2022 15:30:00,2596.85,2613.9,2578.75,2583.5,648288
Titan,12/9/2022 15:30:00,2597,2629.9,2567.95,2615.45,935047
Titan,12/12/2022 15:30:00,2613.5,2613.5,2571,2584.65,726330
Titan,12/13/2022 15:30:00,2597.4,2600,2565,2575.9,832740
Titan,12/14/2022 15:30:00,2574.85,2596,2571.15,2591.1,767737
Titan,12/15/2022 15:30:00,2585,2588.65,2514.55,2522.7,1225728
Titan,12/16/2022 15:30:00,2500,2520,2480,2482.85,1177053
Titan,12/19/2022 15:30:00,2483.2,2525.25,2468.7,2521.8,572224
Titan,12/20/2022 15:30:00,2516.8,2517.6,2482.1,2508.15,597902
Titan,12/21/2022 15:30:00,2515,2528,2481,2489.6,519326
Titan,12/22/2022 15:30:00,2491.8,2509.2,2465,2483,557608
Titan,12/23/2022 15:30:00,2467.65,2505,2455,2483.05,1310439
Titan,12/26/2022 15:30:00,2487.75,2512.4,2470.25,2481.1,1076808
Titan,12/27/2022 15:30:00,2498,2519.9,2485.6,2503.55,791283
Titan,12/28/2022 15:30:00,2502.8,2596,2497.5,2580.15,2443430
Titan,12/29/2022 15:30:00,2555,2588.85,2542.2,2553.25,1583143
Titan,12/30/2022 15:30:00,2564,2610,2553.05,2597.5,1057182
Titan,1/2/2023 15:30:00,2607,2616,2556.8,2565.75,697408
Titan,1/3/2023 15:30:00,2568,2619,2555.05,2613.6,852511
Titan,1/4/2023 15:30:00,2618.8,2626.25,2585.6,2597.55,832054
Titan,1/5/2023 15:30:00,2591,2620,2543.65,2562.1,1544601
Titan,1/6/2023 15:30:00,2560,2584.4,2517,2538.1,879019
Titan,1/9/2023 15:30:00,2529.95,2529.95,2467.8,2484.65,2324487
Titan,1/10/2023 15:30:00,2495,2498.7,2456,2468.2,948787
Titan,1/11/2023 15:30:00,2473,2488.6,2431,2437.4,1000412
Titan,1/12/2023 15:30:00,2450,2475,2432,2446.6,874520
Titan,1/13/2023 15:30:00,2456.9,2456.9,2400,2417.2,1416869
Titan,1/16/2023 15:30:00,2428,2434.8,2392,2405.85,737012
Titan,1/17/2023 15:30:00,2405,2417.9,2386,2407.95,926137
Titan,1/18/2023 15:30:00,2418,2429.85,2412.8,2424.1,601233
Titan,1/19/2023 15:30:00,2392.5,2411.8,2367.2,2385.05,1116874
Titan,1/20/2023 15:30:00,2389.95,2396.95,2353,2371.3,1229902
Titan,1/23/2023 15:30:00,2383.95,2384.3,2355.6,2364.7,932554
Titan,1/24/2023 15:30:00,2372.5,2390.6,2364,2370.75,714000
Titan,1/25/2023 15:30:00,2370,2370,2333.55,2356.6,650664
Titan,1/27/2023 15:30:00,2368.4,2368.4,2302.6,2331.25,1238620
Titan,1/30/2023 15:30:00,2332,2342.85,2287.05,2335.55,1401847
Titan,1/31/2023 15:30:00,2347,2386.45,2335.65,2377.15,1252600
Titan,2/1/2023 15:30:00,2408.55,2409.8,2300.05,2345.9,1521514
Titan,2/2/2023 15:30:00,2341.05,2385,2269.6,2308.1,1788381
Titan,2/3/2023 15:30:00,2320.1,2470,2320.1,2463.1,3693638
Titan,2/6/2023 15:30:00,2474.85,2479.95,2447.6,2458,1049075
Titan,2/7/2023 15:30:00,2456.3,2459.75,2432.1,2446.9,563195
Titan,2/8/2023 15:30:00,2447,2480,2447,2466.75,539085
Titan,2/9/2023 15:30:00,2467,2475.65,2451.6,2462.55,464715
Titan,2/10/2023 15:30:00,2452,2472,2442.05,2468.5,597337
Titan,2/13/2023 15:30:00,2480,2523.95,2476.15,2519.05,1856317
Titan,2/14/2023 15:30:00,2528.95,2528.95,2480,2506.9,843477
Titan,2/15/2023 15:30:00,2503.45,2528.25,2483.3,2524.3,707224
Titan,2/16/2023 15:30:00,2530,2545.65,2518.1,2522.4,704946
Titan,2/17/2023 15:30:00,2515,2545.85,2496,2500.3,607239
Titan,2/20/2023 15:30:00,2500,2507.25,2466.3,2474.15,460090
Titan,2/21/2023 15:30:00,2485.95,2485.95,2450.5,2463.6,750272
Titan,2/22/2023 15:30:00,2451.95,2462.8,2414.4,2431.55,1098118
Titan,2/23/2023 15:30:00,2432.5,2432.5,2380,2394.5,1602078
Titan,2/24/2023 15:30:00,2400,2413.75,2377.95,2399.1,1145691
